FIP,County,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25
13001,"Appling County, Georgia",0.49999999999999933,0.5589559175820604,0.6267664220528444,0.7060266974672089,0.799051138830115,0.9079694853116591,1.0348122545771634,1.1815672498414709,1.350240882885644,1.5428819440620754,1.7616229379947739,2.0087047238226727,2.2864755386462003,2.597429229209978,2.944217641068461,3.329640096514015,3.7566617879010327,4.228445468910941,4.748354822635396,5.319961568664745,5.946978585966763,6.633354827693347,7.383298887017894,8.201278997135285,9.092018022083272,10.060404916103217,11.111532944214519,12.25079822824037,13.483902891114857,14.816858509086194,16.25590492779667,17.80730766325997,19.47763826357913,21.273825382458533,23.20315477920399,25.273226456452065,27.491465152973593,29.865289235030033,32.40244582446988,35.11101578676301,37.99941314274839,41.075983217018894,44.34829642928896,47.823990129276574,51.51093610470977,55.41724058132632,59.55096197761736,63.91867620172049,68.52701079676885,73.39940352189734,78.60440863864625,84.21276599181593,90.27613687003623,96.83511944243969,103.92417652430893,111.57348998504786,119.80897699816231,128.6518249449361,138.11960588972804,148.22438666697974,158.97346337113137,170.3689875952345,182.40557873911746,195.0719335391746,208.3504387620486,222.21450011806306,236.6312739755273,251.56215654338206,266.9595937125574,282.7701908002412,298.93695861230395,315.3968794152386,332.0819538574332,348.923850803293,365.8533158542122,382.79806220641865,399.68787260718244,416.45611037122507,433.0380129815994,449.3714072178957,465.39990539637375,481.07297264939166,496.34456721224797,511.1748787829082,525.5301282318336,539.3822596275685,552.7086055944922,565.4935562940428,577.7269724792482,589.4022227202914,600.5162851460383,611.0721113845226,621.0775038817517,630.5417672668448,639.4755640597784,647.8925324172737,655.81061150507,663.2480442414477,670.2228155641869,676.7530867877355,682.8598923396247,688.5646844324076,693.8878344262164,698.8486432251898,703.4665108829196,707.7621032837997,711.7549736399798,715.4633547208625,718.9041737262876,722.0942599870365,725.0506589115337,727.7891948933488,730.3244921452297,732.669974699103,734.838457356597,736.8428701634401,738.6951458590477,740.4062893440298,741.9863781025,743.4445925985582,744.7899737425165,746.0311638087774,747.1760787660103,748.2320041133569,749.2055948804299,750.1028758571921,750.9296155138757,751.6914130065921,752.3933240058556,753.0400215955842,753.6357962731012,754.1845559491329,754.689825947811,755.1549896298363,755.5833070255901,755.9776715583973,756.340769149499,756.6750782207871,756.9828696948033,757.2662069947403,757.5269460461632,757.7668915135246,757.9877618108342,758.1910540649134,758.3781631854349,758.5503818649235,758.708900578755,758.8548075851575,758.9890889252104,759.1126284228448,759.2262779711838
13003,"Atkinson County, Georgia",0.4999999999999995,0.5485366767973333,0.602274385689194,0.662126357530507,0.7289654280189193,0.8036419240705033,0.8870024266873701,0.9799041557661106,1.083230340596057,1.1978973600643512,1.3248661405270539,1.465149414156697,1.6198116527238002,1.789980630054622,1.976851798998004,2.181684005580915,2.4058043087629413,2.6506206240302026,2.917623355441019,3.208388011834881,3.524536138954562,3.8677804250293146,4.239936513677076,4.642923003904464,5.0787575147348765,5.549498159240834,6.057266181950665,6.604293387378762,7.1929225252307285,7.825608520395213,8.50486580811911,9.23316363416005,10.013066595579302,10.847258837873843,11.738544054976405,12.689820278371457,13.703817710269446,14.783197801469129,15.930712015101065,17.149202823502623,18.441603333107377,19.810732148759463,21.25896428473775,22.788639655085966,24.402136182869185,26.101869800173734,27.89016519391948,29.76860245023556,31.738729637214234,33.80881097299309,36.00517875896217,38.354560333661325,40.87556021605218,43.581918482215926,46.4845171448789,49.59219112967299,52.911779284987205,56.44800418463576,60.203982231865396,64.18055737547859,68.37668637018966,72.78935614091735,77.4128077954467,82.23923900004391,87.25872580073329,92.45841296753781,97.82357016614361,103.33780026935992,108.98209781948081,114.7359634436773,120.5781479373562,126.48595644933141,132.43566801909884,138.40392147502004,144.3675454763038,150.3030606325198,156.1880781754513,162.0016630626743,167.72391677000425,173.3362719520597,178.82211544489826,184.16676158378948,189.3572130748322,194.38273670699834,199.23440441308625,203.90495969994518,208.38884320042786,212.68289248505664,216.78550745840275,220.696035584967,224.41482208822745,227.9440852649286,231.2874475958597,234.44888200728371,237.4326779889021,240.24397907192198,242.88917989895873,245.37469118919367,247.7067816806543,249.89171468678478,251.9365775207927,253.8485289827516,255.63436143382637,257.30050502637823,258.8533825831664,260.2997595305644,261.64603618537336,262.8981897577189,264.0617788321705,265.1423060865818,266.1453135574267,267.07595623055505,267.93900927644495,268.7388680502026,269.4797259040147,270.1657936984131,270.80096707457074,271.3888475026566,271.9327424087977,272.43567439379507,272.90061173506285,273.330391734405,273.7276208887951,274.0947038108807,274.43384322898254,274.74704005785,275.0362090172819,275.30320727548184,275.54971842930206,275.77730164962554,275.98739168136603,276.1812988434677,276.3602090289055,276.5252599143981,276.6775484538103,276.8180531153546,276.9476834930524,277.0672803075947,277.1776154063415,277.2793917633226,277.3732434797949,277.45978688830417,277.5396107005911,277.6132307747258,277.68112818912215,277.7437492425372,277.8015054540716,277.8547735631696,277.9038955296189,277.9491785335506,277.99091974071405
13005,"Bacon County, Georgia",0.5,0.5542607245924268,0.6143997898981846,0.6816695510133401,0.757227503891081,0.8421707199269765,0.9375689185599169,1.0444881159760255,1.164016084178736,1.2972734043662206,1.4454316668550902,1.6097247437198587,1.7914490689419642,1.9919813694866102,2.21278491818128,2.4554048754354687,2.7214769950882163,3.012744332975359,3.3310591782437218,3.6783876817154755,4.056770757506156,4.468377258234678,4.915517446402264,5.400642994392435,5.926344007649506,6.495297407731777,7.110288881043431,7.77426863589064,8.490353077691474,9.261826711687373,10.092095326675143,10.984571765997025,11.94283430963371,12.970655370839431,14.072001496141997,15.25100902789816,16.511708511377424,17.858121345211696,19.294447161001116,20.825066498270278,22.454540470904327,24.187386357272533,26.027685904699748,27.979554860848708,30.047235780529753,32.235098025700694,34.547481521414305,36.98790308313139,39.55990702715084,42.27633821401804,45.17500148637871,48.294859355562515,51.664280572246476,55.30548162137388,59.237258063446234,63.47602173702349,68.03581757516422,72.92807693815753,78.16224022059322,83.74472569855506,89.67934065883192,95.96708017066689,102.60482968431937,109.58624861708356,116.90156075415044,124.53610905018768,132.4718422637081,140.6875804541206,149.15729308769838,157.85178653497786,166.73991689376442,175.78728105744665,184.95679009578123,194.21117292338124,203.51266007421253,212.82186357526794,222.10051910830788,231.3122952372909,240.4218886894143,249.39542242661622,258.2021483084978,266.81448172757933,275.2072911478155,283.3588448400994,291.25067679411643,298.8674187753264,306.1966335140471,313.2297407387745,319.961129562604,326.3870979934868,332.5059097503882,338.31909049900344,343.8308107276513,349.04606680513655,353.97060349093454,358.6117948574987,362.97936567345226,367.0832164636063,370.93311807095927,374.5389476160519,377.9121557709156,381.0644306779302,384.00687978817496,386.75003538771296,389.30449076282946,391.68153727165236,393.89186561656805,395.9454507544427,397.8515599793541,399.61941135105843,401.2583467949537,402.7770442153945,404.18352758724143,405.4851669558617,406.68900132800894,407.80213651416716,408.8311344463219,409.7820493349168,410.66042789868726,411.4713259987078,412.21972430746837,412.9103874094568,413.5476814534982,414.13562619250945,414.6778949834985,415.17781491373705,415.6385726278688,416.0632634895348,416.4546840820976,416.8154199351102,417.14784552431604,417.4541242716493,417.7362085452344,417.995972727314,418.23522451029714,418.4555693346155,418.65849769387427,418.84538513635994,419.0174922650406,419.17596473756544,419.32183326722037,419.4561005281905,419.57972245608596,419.69353238421274,419.79830677731826,419.8947652315911,419.98357047466186,420.0653283656018,420.1405878949242,420.2098411845833,420.2735631541744
13007,"Baker County, Georgia",8.789650290923841,9.585577734909343,10.432426823267335,11.321815072603037,12.248473274902217,13.209097360999362,14.201554349680567,15.224511744875134,16.27702254190021,17.35845624499273,18.468301443555063,19.60608286561376,20.771395670445916,21.963793958336076,23.182789625745126,24.427866432720812,25.69842851946313,26.993843087824082,28.313449729797878,29.65656909117954,31.022270076659126,32.40959792595342,33.81763677351962,35.24550964855537,36.69234921759405,38.15699217670035,39.63820252148348,41.134802351994594,42.64565674505435,44.16967174044388,45.705644762815794,47.25218092192578,48.80794456183363,50.371685128800316,51.942237171288134,53.518477642670405,55.09904083994242,56.6825657453462,58.26779033817151,59.85354337907235,61.43874384232407,63.022263628023666,64.60285689593142,66.17936910532073,67.75073652419371,69.31598622928118,70.87420008740568,72.42434434128934,73.96548597637631,75.49996566963551,77.03857843822246,78.59143791674789,80.16431390251701,81.76033987459817,83.38107366188247,85.02710985545322,86.6982529594647,88.39364206039664,90.11208193741192,91.85192626772117,93.61129600851683,95.38809408821972,97.17989407853085,98.98412304227678,100.79804941526561,102.61869405824628,104.44298052170825,106.26775459071234,108.08968907934481,109.90540714295273,111.71154110879115,113.50467640707538,115.28140282257505,117.03840668083203,118.7724598276677,120.48041992846349,122.15931088044803,123.80633146682598,125.4188606592313,126.99451857050886,128.53114640613447,130.02679598758021,131.4797763340445,132.88874499533557,134.25256458557644,135.57028093918262,136.84117119459148,138.06491249135573,139.2413834469389,140.3705868130333,141.4526624063392,142.48806662688344,143.47748223835288,144.4216547441126,145.3213899976737,146.17765136358878,146.99163315275737,147.7645525830407,148.49762438256462,149.1920841316427,149.8493369874367,150.47082742837776,151.05795559471983,151.61207771864287,152.13456946793286,152.62689782270152,153.09048024898718,153.5266677764298,153.9367457655363,154.32200421151578,154.6837644074426,155.0232800753434,155.34173392647088,155.64023766130367,155.9198691194222,156.1817272699355,156.42685057997392,156.65621342082366,156.87072609037264,157.0712368215989,157.25858793733926,157.43360381640346,157.5970537463167,157.74965615862695,157.89207862890515,158.02493789368975,158.14883100375425,158.264350439018,158.37204410183963,158.4724237127924,158.56596481066416,158.65310675245746,158.73425271338948,158.80979359790564,158.88011691194674,158.94557583365238,159.00650036809017,159.06319734749746,159.11595043128125,159.1650201060183,159.21064368564282,159.2530545539053,159.2924842206136,159.32913991738383,159.36321526992333,159.39489029803102,159.42433141559718,159.4516914306036,159.47710954512345,159.50071135532136,159.5226230744356
13009,"Baldwin County, Georgia",0.4,0.44419108138844265,0.5069604280248918,0.5995081144554963,0.7310281846183806,0.9093718387248877,1.1415747217804986,1.4341601081971902,1.793473985936333,2.225782915030957,2.7374732600655802,3.335159734179183,4.025655113866859,4.81613575792917,5.714184608661165,6.727722415295734,7.8650729535734145,9.135068351895281,10.547058198965656,12.11089970253576,13.836728427808975,15.735252330158254,17.817821867356724,20.096429999577662,22.583686966150182,25.292454201100256,28.23599458479303,31.42826218418368,34.88390352789584,38.61826556108399,42.647075085355745,46.98578524790429,51.65044575837089,56.657853983200944,62.025554945644245,67.77168604127205,73.91334513416516,80.46719390045438,87.45045576826983,94.88092316540664,102.77695521558749,111.1561924641584,120.0334732286791,129.42340277736844,139.34081869259805,149.8007908708918,160.81780430946625,172.40162558074408,184.56180450495276,197.34955691572182,210.92818862303997,225.46345008901207,241.0705795180412,257.83450204412645,275.822260574892,295.08801105137877,315.67330742457494,337.60631678737633,360.90499120892053,385.57288133868065,411.60157400617663,438.97019260437116,467.6405420590949,497.5615929485963,528.6690296523041,560.8802091582518,594.1009012834818,628.2266382882108,663.1368691501949,698.7020391087544,734.7882929581349,771.2531632009835,807.9482611548881,844.7279249339023,881.4481586094448,917.9636081764021,954.136175613736,989.8372074038818,1024.944932572289,1059.3463359688371,1092.9407485400868,1125.6396341472664,1157.3651859939794,1188.0539246049716,1217.6534940092822,1246.1217902968895,1273.4272017335636,1299.5530515010607,1324.492138511619,1348.2428997205932,1370.8097356041073,1392.2085217560227,1412.463588836445,1431.6012068099503,1449.6493857798714,1466.6412195501546,1482.6172912873137,1497.6181017263832,1511.6831222512915,1524.851636956217,1537.1678103449253,1548.676086597635,1559.4185672863507,1569.435039794531,1578.7651386745101,1587.4504480773337,1595.5302501219112,1603.0411958564484,1610.0173325519625,1616.4922931260994,1622.4998548474443,1628.0714095146727,1633.236019331448,1638.0204169064236,1642.4500727272643,1646.550497167975,1650.3452706315527,1653.8561861746448,1657.1032502777527,1660.104738094279,1662.878565147768,1665.4418225953864,1667.810206924358,1669.998196883426,1672.019053482853,1673.8848204169965,1675.6070094358188,1677.1967603148787,1678.6641680805308,1680.0185818093134,1681.2686046279498,1682.4220937133473,1683.4861602925985,1684.4676186655095,1685.373022493136,1686.2082164717451,1686.9786346226008,1687.6893002970717,1688.3448261766316,1688.9494142728568,1689.5068559307174,1690.020830725714,1690.4948428506934,1690.931963309427,1691.335056796384,1691.706781696733,1692.0495900863402,1692.365727731771,1692.6572340902883,1692.9259423098542,1693.1736203398616
13011,"Banks County, Georgia",0.49999999999999956,0.5545983635205857,0.6194161861040784,0.6985273364442308,0.7954392162531891,0.9132730898029872,1.0549188300934464,1.2231330111815442,1.4206456833764074,1.6501982017512309,1.9146117136421368,2.216826755187532,2.559896914617073,2.9470490479435414,3.381701291881633,3.8674402637826275,4.4080458176021216,5.0075362477717835,5.670172767098056,6.400460860244244,7.203044609763799,8.082840390687513,9.045069831869409,10.095259815986731,11.239231753217547,12.482940219109432,13.832537135402191,15.294507195290546,16.87566931850223,18.583180591170063,20.424392262989365,22.406544997052986,24.53717309532659,26.82417548807659,29.27581573387028,31.900650990399896,34.70677624443768,37.70209790534894,40.89480225179342,44.29335938493936,47.90652218579043,51.74272709888758,55.80910805564601,60.11270090361834,64.66066529292395,69.4602846762487,74.51857976451765,79.84035069174169,85.43030165569576,91.31238953107686,97.56233385677739,104.2570344146478,111.45004054754901,119.18086820473023,127.48072712288662,136.37479745180252,145.88233377258746,156.01626487781803,166.784657008073,178.18872380010578,190.2239754445356,202.8799862503776,216.13808678979834,229.9735227490932,244.3552565242761,259.24357545012793,274.59335382715034,290.3547160019172,306.47026834363095,322.878515700559,339.5161243034376,356.31587982879716,373.2079936905144,390.1242129467163,406.99731061894227,423.75967416880763,440.3473434554106,456.7010111398598,472.76481215539616,488.48722188251674,503.82261647798424,518.7311470676333,533.1781022684628,547.1356121166604,560.5809668298741,573.4961843296658,585.8681582391623,597.6907857316668,608.962271351986,619.6833111840699,629.8572526028976,639.4927179531019,648.6021323784512,657.1986841166331,665.2962370793351,672.9109031512565,680.0621368664745,686.7692420126507,693.050947904552,698.9258013731453,704.4144968293601,709.5377605586773,714.3151793757423,718.7652153223514,722.906195355068,726.7572555231316,730.3364324639062,733.660528468327,736.7451239805318,739.605567357858,742.2572165452999,744.714324240817,746.9900711686428,749.0965660792858,751.045324290877,752.8478407896438,754.5147249948525,756.0557753449407,757.4799796480611,758.7955397666344,760.0104780932738,761.1324261538789,762.1683878508189,763.1248208540726,764.0076366012281,764.8222004850778,765.5736327693189,766.2668722717144,766.906390551553,767.4963279548228,768.0404936142106,768.5423654491021,769.0050901655826,769.4316782922805,769.8250147380487,770.1876703545305,770.522035385451,770.8303194688604,771.1145516371334,771.3765803169705,771.6180733308217,771.840646020402,772.0458300346918,772.2349671652617,772.4093093266979,772.5700185566013,772.718167015589,772.8547369872927,772.9806208783596,773.0966212184521,773.2035086285439
13013,"Barrow County, Georgia",10.8774260498333,12.052662078740552,13.33032339929931,14.70470929038634,16.174839359914255,17.74274511517048,19.412344690596314,21.188979913710746,23.07887258540379,25.08909513236226,27.227345234096205,29.501868907402052,31.921557747965394,34.49583083735672,37.23465282342297,40.14859099580975,43.2487705131231,46.546957743852076,50.05558035793444,53.78780152636302,57.75706766942517,61.97755805840469,66.46431665199296,71.2332520962889,76.30109521982554,81.68477683211542,87.40167008784206,93.47007992180804,99.90924554055226,106.73935181385659,113.98099430645641,121.65416458256311,129.77965521492123,138.37929752329205,147.4759615744542,157.0933096167969,167.25329010585244,177.9771559561261,189.28696898860295,201.20560657403652,213.7567580444257,226.96302680154497,240.84296501107286,255.41486532574305,270.69742322340477,286.70973700702234,303.4701482653145,320.99040109026424,339.2820803126119,358.4170978243925,378.6293220218587,400.1551825645684,423.15767318970387,447.7557626838701,474.04251948061085,502.09265915292724,531.9631822968307,563.6925220930793,597.3052446431404,632.8063205009023,670.1846479734577,709.4123852877038,750.4383208633345,793.1939944841467,837.5930220380334,883.5242323760787,930.8606573738338,979.461277607305,1029.163070664069,1079.7904261755893,1131.1613691390485,1183.081733125651,1235.3487256947885,1287.7624839376524,1340.124669330213,1392.2344251248342,1443.9000237768985,1494.9418703208908,1545.1891410361548,1594.482355136339,1642.678473716332,1689.650672708438,1735.286530278749,1779.4929457202518,1822.1921298972384,1863.3204766983722,1902.8288839196703,1940.6888655917764,1976.8853073082807,2011.4112773085913,2044.2684635966539,2075.474729059442,2105.060089619797,2133.0577058438616,2159.503597109749,2184.4412519412745,2207.925060274233,2230.0096951850546,2250.7487470312485,2270.195893401296,2288.4120438187238,2305.458862511624,2321.3949537616027,2336.2758962390303,2350.157301467837,2363.0978642743485,2375.1531993199146,2386.375314001447,2396.812647009398,2406.513216323239,2415.5254711738926,2423.894535435801,2431.662254237458,2438.867193961413,2445.546194339959,2451.736310143052,2457.471870229603,2462.784637893833,2467.703811961678,2472.2561075194,2476.4677899048606,2480.36401472931,2483.967912444081,2487.3008361256525,2490.3823614756466,2493.2302874443967,2495.8616635731537,2498.2930618868536,2500.5395239095715,2502.614985492916,2504.53227681603,2506.30312238559,2507.9381410358073,2509.4475303424642,2510.841148139073,2512.127798785159,2513.315668711595,2514.4123264282634,2515.424722524057,2516.3591896668804,2517.221442608679,2518.0170433153157,2518.7513226970914,2519.4289574202285,2520.0543089094053,2520.6314233477515,2521.1640316768517,2521.6555495967436,2522.1090775659186,2522.527400801322,2522.913223185594
13015,"Bartow County, Georgia",11.176821133726872,12.47445111664468,13.90351833924765,15.468695736754338,17.177546921703232,19.039472071428115,21.065080620131116,23.26599637621371,25.654614340511607,28.24414492540572,31.04855834383166,34.08259686822379,37.36183182560386,40.90268610008647,44.722488102414474,48.83944873539986,53.272659660324464,58.04227992065955,63.16956707584704,68.67693172224716,74.58714671302332,80.92415172041363,87.71327469972145,94.98123188931513,102.7560423092193,111.06583559800913,119.93931981213615,129.40662285102064,139.49928715623346,150.25028743519243,161.69301981947584,173.8594752239938,186.78272708534737,200.4973460701808,215.03940007518193,230.44599747639072,246.75072668522805,263.98552699956014,282.18334260238237,301.3781283505809,321.60484308074604,342.89604250490413,365.2766716926347,388.77081580642715,413.40284920683735,439.19743545248645,466.1775136048211,494.35418595754766,523.737989440754,554.4342930200053,586.8030982351919,621.2053977763281,657.8832520962724,697.0064070190853,738.7010378299076,783.0620239230894,830.1541885538945,880.0113182343653,932.6440689384251,988.0313421045969,1046.1266441134767,1106.8575025744476,1170.1158945629,1235.768694340435,1303.657124986581,1373.5871907543894,1445.344205896024,1518.6957475236386,1593.3806569203316,1669.1235847960243,1745.6441995592877,1822.6492250618323,1899.8381126812528,1976.9189672892885,2053.60655662652,2129.617517288915,2204.685398459511,2278.5640547935873,2351.023515097348,2421.8540074854645,2490.8703086225055,2557.9110190548417,2622.837132846227,2685.5391753977156,2745.9284644223194,2803.935197285393,2859.5097749535216,2912.6326017252572,2963.301360007022,3011.523593200918,3057.3174551655384,3100.7233011649046,3141.7971161319774,3180.5978205570473,3217.186954620158,3251.635394052925,3284.0279535633954,3314.4487396316877,3342.979415408383,3369.700849415546,3394.7029285874783,3418.075684008124,3439.904365979003,3460.269505640974,3479.2510728520783,3496.9324949021084,3513.392576635675,3528.704902500861,3542.9378889003474,3556.158973268486,3568.4356869330322,3579.830855506948,3590.402714053592,3600.2049070867133,3609.2885327497424,3617.7046421851683,3625.5004847693535,3632.71978523425,3639.4027451432144,3645.586149146936,3651.306005677094,3656.5966633125854,3661.4897167787294,3666.0143470838093,3670.197321519072,3674.0629944777065,3677.6346377273626,3680.934758920606,3683.983797095755,3686.800700709423,3689.4029276365145,3691.806445170229,3694.025730022058,3696.0746504044146,3697.9665446880617,3699.7133390390673,3701.326130339121,3702.815186195544,3704.189944941294,3705.4590156349595,3706.630178067298,3707.710979373571,3708.7086146393976,3709.629408166763,3710.479262484319,3711.263658347385,3711.9876547379486,3712.655888864667,3713.2725761628626,3713.8415102945282,3714.3663541602336
13017,"Ben Hill County, Georgia",0.3999999999999999,0.45165950590745474,0.5163091783418203,0.6002996416529027,0.7087802928740075,0.8460858375730511,1.0160400393589635,1.222126817501397,1.467679861259145,1.7559340231062885,2.090134694959997,2.473596208125136,2.9096780666591493,3.4018740671173933,3.9538342886551217,4.569317117928559,5.252218739386995,6.006630041758636,6.836841518831478,7.747326524843874,8.742590568423424,9.827341969956885,11.006532563479492,12.285357696674934,13.669236853083458,15.16355819660164,16.77378782691492,18.505632470110072,20.36503609244082,22.35818325215601,24.491295437894472,26.77026996509564,29.20117351586017,31.790323851442412,34.54428981225057,37.46980165846175,40.57285328037596,43.859073441615394,47.33425364153813,51.00434954616571,54.875479723664604,58.95326507512536,63.241813085219235,67.74504827005401,72.4669419471687,77.41151223553335,82.5824353070287,87.98109813367712,93.60878920785754,99.48485202326157,105.67705904520658,112.25323408732504,119.25845927022627,126.72397485523169,134.6726694832048,143.12145464459095,152.08152473848259,161.5582012938613,171.5524698894699,182.05935805025436,193.06918508474035,204.56746879061728,216.533119462728,228.94045626755033,241.75911090743676,254.952206443067,268.47913059913344,282.29609614767327,296.35402583089115,310.601306629703,324.98553182374366,339.45195374702655,353.94453196402867,368.4089452110857,382.792193076436,397.04163442319106,411.1078383819082,424.94522114595816,438.5112252597718,451.7670572166195,464.67852773692994,477.2159125513793,489.3536453719501,501.0716614056079,512.3537744453747,523.1873158214619,533.563369064128,543.4786032779252,552.9329071962884,561.9279857872338,570.4675007270265,578.5592536295595,586.2139599882629,593.4428559985539,600.257638427249,606.6717364770344,612.7011875193868,618.3618733092443,623.6691930174554,628.6383762807126,633.2863448108744,637.6300349847654,641.6854695559709,645.4677695298517,648.991943618659,652.2736500334366,655.3276691673534,658.1677923323076,660.8068317080424,663.2574148278486,665.5321869094939,667.6429045445971,669.6004585870785,671.4148741531617,673.095697774248,674.6524694146085,676.0940130278339,677.4284901814832,678.66340033718,679.8056009414106,680.8618061168896,681.8384188788727,682.7413255920189,683.5759604735032,684.3473055930158,685.0598910271563,685.7180454091002,686.3259552665401,686.8874196525273,687.4059593048466,687.8848166460164,688.3269557832888,688.7350625086485,689.1117098207853,689.4593723004652,689.7802606589796,690.0764312944875,690.3497862938956,690.6020734328562,690.8348861757697,691.0496636770054,691.2478022505899,691.4306328673035,691.5993243022178,691.7549671128631,691.898573639229,692.0310780037643,692.1533361113765,692.266125649433,692.3701460877594,692.4660728479596
13019,"Berrien County, Georgia",0.4999999999999998,0.5625161763800612,0.6377782269038434,0.7312241846201726,0.8474380265290518,0.9904365634155086,1.163900902135023,1.3713118193553109,1.616099024816791,1.901685798763453,2.2315786587582513,2.609416801576314,3.0389569072372478,3.5241491170217705,4.06915783499047,4.678325012671,5.356197002111999,6.1075795133532775,6.937543159890827,7.851417159819523,8.854634713054685,9.952907588834652,11.1522695518774,12.45907636238051,13.87998730617909,15.4217099777332,17.091100199377173,18.89533788168489,20.841925460531094,22.938691899931655,25.193573026541692,27.61420409596895,30.208459159063935,32.984541958950786,35.950985931027496,39.11655338523026,42.489212366532975,46.07653570078692,49.88630063697406,53.926491011961886,58.20529578287105,62.73033394649259,67.50744198090793,72.54221798484635,77.8402913690554,83.40732285630054,89.2485382198364,95.36638359677255,101.76313274574628,108.4620137191363,115.54256604550162,123.08454961083231,131.1412728049841,139.74988922592394,148.93774281005943,158.72504757639854,169.125133161379,180.14419619035647,191.78307221784124,204.03527775967666,216.88849328124445,230.32445837863438,244.31681102978962,258.8335577866304,273.83698932437426,289.28152201187095,305.11712343502813,321.2900222058714,337.74021367964343,354.4048465765495,371.22035086851156,388.12061709325445,405.03830527539424,421.90844202138476,438.66794634102246,455.2545427803699,471.6100834980315,487.6812545642491,503.4186272154476,518.7775586263077,533.7189939481393,548.2092698705455,562.2198089228104,575.7287182112531,588.7186387139127,601.176291676559,613.0928102687897,624.4659673276024,635.2972010409612,645.5899472123821,655.3498138380162,664.5872066123936,673.3158129581085,681.5497948970451,689.3037252026772,696.5940917550844,703.4402945421318,709.8614436232456,715.8759942773889,721.5021126475401,726.7598222559635,731.6690687516179,736.2486824176972,740.5163934358909,744.4897378163737,748.1869146886269,751.6250690411734,754.8201785177977,757.787064833408,760.5402938533391,763.0943954503712,765.4628630957018,767.658187025945,769.6918542431316,771.5747837727475,773.3178482589785,774.9310927450275,776.4238044853729,777.8045132653363,779.0810139383465,780.2609202777144,781.351473836213,782.3593295352462,783.2906300976651,784.1510060477677,784.9455758837022,785.6792229502082,786.356655505614,786.9821441884067,787.5596469010711,788.0928088100882,788.5849623459362,789.03912720309,789.4581918273734,789.8449248764592,790.201799353234,790.5311160549234,790.8350035751741,791.1154183040537,791.3741444280511,791.6127939314163,791.8329277112732,792.036028033647,792.2233969416583,792.3962497166999,792.5557148784371,792.702834184807,792.8385626320189,792.9637684545545,793.0792331251678,793.1857085066755
