"","13001","13003","13005","13007","13009","13011","13013","13015","13017","13019","13021","13023","13025","13027","13029","13031","13033","13035","13037","13039","13043","13045","13047","13049","13051","13053","13055","13057","13059","13061","13063","13065","13067","13069","13071","13073","13075","13077","13079","13081","13083","13085","13087","13089","13091","13093","13095","13097","13099","13101","13103","13105","13107","13109","13111","13113","13115","13117","13119","13121","13123","13125","13127","13129","13131","13133","13135","13137","13139","13141","13143","13145","13147","13149","13151","13153","13155","13157","13159","13161","13163","13165","13167","13169","13171","13173","13175","13177","13179","13181","13183","13185","13187","13189","13191","13193","13195","13197","13199","13201","13205","13207","13209","13211","13213","13215","13217","13219","13221","13223","13225","13227","13229","13231","13233","13235","13237","13239","13241","13243","13245","13247","13249","13251","13253","13255","13257","13259","13261","13263","13265","13267","13269","13271","13273","13275","13277","13279","13281","13283","13285","13287","13289","13291","13293","13295","13297","13299","13301","13303","13305","13307","13309","13311","13313","13315","13317","13319","13321"
"13001",1734,2,159,0,7,1,0,2,3,0,19,0,13,0,8,82,64,4,0,6,11,7,1,3,203,1,0,6,18,0,16,6,25,92,4,14,2,6,1,2,0,0,3,30,22,2,9,1,0,0,16,0,42,25,2,1,1,7,2,68,0,0,70,3,1,2,27,3,7,1,0,0,1,0,7,10,4,3,0,187,6,4,3,0,0,0,33,1,47,1,4,26,0,5,7,1,0,0,0,1,0,4,17,0,3,5,2,2,0,1,2,0,50,0,0,0,1,0,0,0,38,3,0,2,0,4,0,1,2,0,0,108,0,19,0,4,10,83,0,6,2,1,0,0,0,0,7,99,0,8,178,0,8,1,6,2,0,1,2
"13003",10,427,6,0,2,0,1,2,12,23,6,2,7,8,1,11,2,0,0,4,1,3,1,2,27,1,0,2,4,0,13,40,14,411,1,5,7,1,0,3,0,0,0,11,2,0,13,3,0,0,1,1,2,1,0,1,1,1,1,27,2,0,21,0,0,0,13,0,1,1,0,0,0,0,0,6,14,0,0,16,0,1,0,1,0,11,2,1,6,0,0,64,0,0,2,0,0,0,0,0,2,1,1,2,1,4,5,0,0,1,1,0,6,0,0,0,0,0,0,0,12,4,0,0,0,6,0,0,6,0,0,4,1,7,0,2,30,6,0,0,3,0,0,0,0,0,2,87,0,1,17,0,5,0,0,2,0,1,2
"13005",104,1,982,0,2,0,1,2,19,5,16,0,6,1,4,11,4,3,2,15,2,1,2,4,45,0,0,4,10,0,12,5,15,195,5,4,3,2,0,3,1,0,2,17,0,0,14,1,0,1,1,2,2,4,2,3,2,2,0,37,0,0,29,1,1,0,16,0,4,0,0,1,1,0,5,9,6,2,0,20,0,0,1,0,1,2,7,1,24,0,1,39,0,2,5,2,1,0,0,0,3,4,4,1,1,6,9,1,0,2,4,0,45,0,0,1,0,0,1,1,12,5,0,1,1,3,0,0,2,0,0,24,2,10,0,4,22,23,0,3,3,1,0,0,1,0,6,217,0,2,27,0,6,0,4,1,1,1,0
"13007",1,0,0,75,0,0,1,1,2,1,3,0,0,2,0,2,0,0,11,1,0,0,0,0,4,0,0,1,0,0,0,1,7,2,9,1,1,0,0,7,0,0,27,5,0,3,143,0,7,0,0,0,1,0,0,0,1,0,0,22,0,0,1,0,11,0,4,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,20,2,0,0,12,0,0,0,2,0,0,1,14,81,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,5,0,0,0,1,0,0,1,1,1,3,22,7,2,0,0,0,3,1,0,0,1,0,1,0,0,2,0,0,0,2,1,0,0,4
"13009",6,0,0,0,3506,2,19,13,8,0,727,13,2,2,1,33,18,28,2,9,6,10,2,0,70,0,1,19,69,0,100,0,201,14,15,47,1,18,4,11,1,2,5,214,29,9,44,28,3,0,3,3,28,1,3,29,13,35,6,497,1,0,19,11,4,87,189,4,37,45,1,1,3,1,80,173,2,7,7,10,22,2,17,165,7,1,117,6,10,0,0,41,1,7,1,15,3,3,9,0,1,61,3,76,3,73,72,8,1,7,41,1,3,3,3,8,254,0,1,0,78,75,0,4,0,24,5,4,16,1,0,23,3,21,1,13,20,26,0,5,13,0,14,4,9,2,52,7,9,139,4,2,5,6,16,7,6,207,0
"13011",0,0,0,0,3,489,43,24,0,0,18,0,0,0,2,2,4,4,0,0,0,7,2,0,12,1,4,16,203,0,25,0,93,4,1,6,0,8,1,0,0,24,0,95,1,0,2,8,0,0,0,11,1,1,5,8,5,53,56,206,6,0,3,7,0,6,457,423,798,1,1,0,22,0,13,8,0,528,0,0,2,1,0,2,0,0,0,2,0,1,0,4,21,4,0,0,23,0,2,0,0,2,0,2,1,11,11,35,5,6,3,0,0,0,1,1,16,0,18,0,11,12,0,0,0,10,43,0,0,0,0,0,0,0,0,1,1,1,5,0,8,0,0,7,1,5,31,0,2,1,1,0,0,64,17,0,6,0,0
"13013",0,1,0,0,11,37,3096,48,1,0,88,1,1,0,1,10,6,10,0,5,0,36,12,0,68,1,1,98,1546,0,181,0,622,9,4,14,0,35,1,5,3,46,1,1115,3,0,18,62,1,0,2,5,1,4,7,70,26,502,7,1990,6,0,5,10,1,20,6171,10,1310,1,9,0,7,1,142,33,0,1095,9,1,3,0,0,5,5,0,6,2,2,0,0,23,12,3,0,2,25,1,1,0,1,13,1,61,1,44,155,405,17,29,7,8,0,7,5,2,19,0,3,0,46,218,0,0,1,63,6,0,5,0,0,1,0,1,0,4,3,2,0,1,39,2,1,3,7,3,552,6,0,2,4,0,0,6,26,0,4,3,0
"13015",3,0,0,0,20,7,38,7875,0,0,111,1,0,1,0,12,3,13,0,4,1,271,23,0,76,1,23,985,80,0,360,0,4626,7,13,20,1,98,1,4,4,19,4,831,2,3,23,251,2,0,1,2,2,2,5,108,1193,308,7,2781,28,0,17,1160,3,3,1066,11,132,0,28,2,8,7,148,40,0,33,2,1,2,0,0,19,2,0,14,3,4,0,0,30,9,5,0,3,2,2,9,0,1,5,1,10,64,116,55,21,2,381,7,98,0,6,266,2,4,0,4,0,44,83,1,1,2,53,10,1,41,0,0,1,1,0,0,15,14,6,2,0,71,1,6,11,10,37,29,9,0,3,0,0,0,8,338,0,4,3,2
"13017",4,35,11,1,6,1,4,5,1466,9,45,2,1,6,1,4,1,1,0,5,0,3,1,3,24,0,0,5,15,0,17,1,29,187,38,3,12,10,0,62,1,2,6,29,25,7,97,2,9,2,0,0,5,1,0,1,1,4,0,73,0,0,12,1,4,2,28,1,11,0,0,1,0,0,10,23,195,0,0,47,1,0,2,0,0,2,17,13,4,0,0,128,1,2,0,3,0,0,0,2,12,7,1,2,0,16,3,0,1,2,4,0,7,0,0,8,1,0,0,1,21,4,0,0,2,7,1,1,11,0,0,3,1,13,4,28,281,6,0,1,6,21,0,1,7,0,1,24,0,4,3,1,4,4,5,28,1,2,13
