FIP,County,_0to9,_10to19,_20to29,_30to39,_40to49,_50to59,_60to69,_70to79,_80up,POPSIZE
13119,"Franklin County, Georgia",0.11664041547826827,0.1264739687539909,0.12919841641479715,0.10893533693755054,0.11310714741816015,0.13294453194840578,0.124345494018986,0.0855221148524967,0.06283257417734452,23491.0
13121,"Fulton County, Georgia",0.11690795839948892,0.12830394302947173,0.15893029941469922,0.15283866179385763,0.13817983671705453,0.12541032121081164,0.09114814780018977,0.04949126746272583,0.038789564171700756,1.06441e6
13123,"Gilmer County, Georgia",0.10153542931620943,0.10490510856089265,0.0960040690466351,0.09632196331500142,0.11584067139269479,0.13955558381282385,0.16559112439202722,0.11399688463617001,0.06624916552754553,31457.0
13125,"Glascock County, Georgia",0.1039298473530367,0.1325105553751218,0.11302370899642741,0.10133160116921078,0.13933095160766482,0.13965573238064308,0.12016888600194868,0.07794738551477752,0.07210133160116922,3079.0
13127,"Glynn County, Georgia",0.11364132746312922,0.12237766257055166,0.11728529881714621,0.1138712310185877,0.11460692239605486,0.13160829032220983,0.13172324209993908,0.09207637396112331,0.06280965135125814,86993.0
13129,"Gordon County, Georgia",0.12399589813707058,0.14100153819859854,0.12295334130917791,0.12332934541104085,0.13510511023756622,0.13585711844129209,0.10558878824132627,0.0672534609468467,0.04491539907708084,58510.0
13131,"Grady County, Georgia",0.12884165443946544,0.13605900781219019,0.10857754689296903,0.11595352341674267,0.11476384978387595,0.13439346472617678,0.12166395685450292,0.08046159336955229,0.059285402704524724,25217.0
13133,"Greene County, Georgia",0.10204870506378044,0.09481473300568778,0.0881881937158319,0.10088906068805566,0.09569827157766857,0.12606990998950798,0.17367055055497266,0.14594952785907558,0.0726710475454194,18109.0
13135,"Gwinnett County, Georgia",0.13772977224203853,0.15463156297485195,0.13086839535037795,0.13612689646918524,0.14735343838224954,0.1340196491198075,0.08908569828748752,0.04331932063713243,0.02686526653686935,935818.0
13137,"Habersham County, Georgia",0.11669480154092542,0.1322339090161451,0.1291390728476821,0.11872916937194304,0.12245162965848591,0.12394494221529671,0.11615374626671861,0.08282474137557892,0.05782798770722417,46206.0
13139,"Hall County, Georgia",0.1309951147759762,0.14395094319405005,0.13081977273723536,0.12308524058388899,0.12863286786516198,0.12547184055563942,0.10122106247534253,0.0681885706214414,0.04763458719126407,205313.0
13141,"Hancock County, Georgia",0.07694098475148411,0.0893958794086835,0.13525782795949248,0.11546967756954953,0.10895122802933302,0.1418926783843557,0.1517867535793272,0.09963915725759516,0.08066581306017925,8591.0
13143,"Haralson County, Georgia",0.12497499166388797,0.13234411470490162,0.1215405135045015,0.12034011337112371,0.13161053684561522,0.13571190396798932,0.10960320106702234,0.07389129709903301,0.04998332777592531,29990.0
13145,"Harris County, Georgia",0.10365488316357101,0.12947587662986104,0.10354075722559845,0.10682187794230934,0.1320437102342435,0.1510456789066735,0.13894832948158292,0.08476704042911352,0.0497018459870467,35049.0
13147,"Hart County, Georgia",0.10685106064013192,0.1179072033580691,0.11292256952252455,0.10493965969567498,0.1154711041151338,0.13698373435274716,0.13402293681133348,0.10010493965969568,0.0707967918446893,26682.0
13149,"Heard County, Georgia",0.1158112582781457,0.13021523178807948,0.12450331125827814,0.10860927152317881,0.1240066225165563,0.1427980132450331,0.12491721854304635,0.07822847682119205,0.05091059602649007,12080.0
13151,"Henry County, Georgia",0.12308116159137675,0.15832407813966304,0.12890547649180809,0.12329639865347694,0.14728672159516493,0.14106206575922722,0.0956384361736016,0.0528450034868404,0.02956065810884108,232302.0
13153,"Houston County, Georgia",0.1363405304426286,0.1393968661439337,0.13566063871697442,0.143222051366773,0.12166884825070849,0.1316321213892666,0.09683691494363889,0.05532539490907242,0.039916633837003904,157378.0
13155,"Irwin County, Georgia",0.10417098983191533,0.12637476654907656,0.1372691429757211,0.12533720688939615,0.1281386179705333,0.12253579580825898,0.1038597219340112,0.08113716538700975,0.07117659265407761,9638.0
13157,"Jackson County, Georgia",0.13506610155219356,0.1370028349285654,0.11804249585988155,0.13513627305133746,0.13614674263900975,0.1294944845201673,0.10078030707048026,0.07004519044544867,0.03828556993291605,71254.0
13159,"Jasper County, Georgia",0.12281930918517481,0.13255797659917326,0.10726546626497582,0.11385132768163665,0.11966650318783717,0.14467876410004904,0.13003573180130315,0.07664821691305261,0.05247670426679745,14273.0
13161,"Jeff Davis County, Georgia",0.14029320886200775,0.14759055946354613,0.11794096377621459,0.11840115705739268,0.12490960489119717,0.1254355400696864,0.10814542107685228,0.07573466570245217,0.041548879100650846,15211.0
13163,"Jefferson County, Georgia",0.12517491413306195,0.12854598651571048,0.12282152397913751,0.11398040961709706,0.11054573209515328,0.13465207988805494,0.12530212441165245,0.081796209133698,0.057181020226434294,15722.0
13165,"Jenkins County, Georgia",0.10647205250056574,0.11744738628649015,0.15252319529305272,0.12740439013351437,0.12434940031681375,0.1286490156143924,0.11360036207286717,0.07535641547861507,0.054197782303688616,8838.0
13167,"Johnson County, Georgia",0.09465434083601286,0.10771704180064309,0.12168408360128617,0.13052652733118972,0.13655546623794212,0.13715836012861737,0.1197749196141479,0.08269694533762058,0.06923231511254019,9952.0
13169,"Jones County, Georgia",0.11095061218874673,0.14049387811253267,0.1123607098638052,0.11507772733525932,0.1284564589352043,0.1392557435685789,0.12395102490026139,0.07758976475443664,0.05186408034117485,29076.0
13171,"Lamar County, Georgia",0.11196192052980132,0.1482305463576159,0.14466059602649006,0.10994412251655629,0.11118584437086093,0.126966059602649,0.11946399006622517,0.07408940397350994,0.05349751655629139,19328.0
13173,"Lanier County, Georgia",0.13377926421404682,0.12527472527472527,0.13291925465838508,0.1433349259436216,0.11877687529861443,0.1369326325848065,0.10434782608695652,0.06364070711896799,0.040993788819875775,10465.0
13175,"Laurens County, Georgia",0.13179224216359275,0.1316268298734596,0.12079232486973782,0.11537507236787693,0.11719460755934166,0.1283392606070631,0.1145686874534778,0.07637912496898519,0.06393185013646514,48364.0
13177,"Lee County, Georgia",0.1328010645375915,0.14956753160345976,0.11526946107784432,0.14224883566200933,0.14364604125083166,0.12322022621423818,0.10622089155023287,0.05568862275449102,0.0313373253493014,30060.0
13179,"Liberty County, Georgia",0.1815772891050395,0.12360440128613207,0.22636570745342618,0.1410382769708035,0.09130568257097155,0.0943917532436057,0.07644083954048246,0.0436735551211,0.02160249470843903,61891.0
13181,"Lincoln County, Georgia",0.10109862979879028,0.10591285026539933,0.10739414887050981,0.09850635723984694,0.10344401925688186,0.14652512035551166,0.158869275398099,0.1078879150722133,0.0703616837427478,8101.0
13183,"Long County, Georgia",0.14855506378547254,0.1427232491538662,0.13855766727414737,0.16131215829211143,0.1334548294714918,0.11674043217912002,0.09070554543087737,0.03795886487893778,0.029992189533975526,19205.0
13185,"Lowndes County, Georgia",0.13499932092896916,0.14489678120331387,0.2066328262936303,0.1256875594187152,0.10282833084340622,0.10329519217710173,0.08763411652858889,0.05379940241749287,0.04022647018878175,117808.0
13187,"Lumpkin County, Georgia",0.09208048073186044,0.14430924691321115,0.1829651110646058,0.0998535083261084,0.10463690992256869,0.12227570330951598,0.12409937516816646,0.08266315883882926,0.04711650572513378,33449.0
13189,"McDuffie County, Georgia",0.13546527587153445,0.13789001738493914,0.11716533992131027,0.11034861377985176,0.11194985817549638,0.13267453563912526,0.12242657150699973,0.0812974654588709,0.050782322261872084,21858.0
13191,"McIntosh County, Georgia",0.07975793839668185,0.09532875501461889,0.10274019174542735,0.0912490650710546,0.11035561297341402,0.14816073978377645,0.169307132657918,0.12361460528999796,0.0794859590671109,14707.0
13193,"Macon County, Georgia",0.10087752193804846,0.10800270006750169,0.14797869946748668,0.13260331508287707,0.11580289507237682,0.1394284857121428,0.13110327758193954,0.07875196879921999,0.04545113627840696,13333.0
13195,"Madison County, Georgia",0.12146488983416968,0.1263500714499352,0.12000265860223987,0.11644677810641055,0.12595128111395434,0.13977601276129076,0.123625004154066,0.07879432388421788,0.047588980093715726,30091.0
13197,"Marion County, Georgia",0.10424528301886793,0.1258254716981132,0.10518867924528302,0.09988207547169811,0.1168632075471698,0.15825471698113208,0.13950471698113207,0.09658018867924528,0.05365566037735849,8480.0
13199,"Meriwether County, Georgia",0.11397280616269896,0.11842776927003573,0.11601466425356165,0.11030674277228641,0.10761520256160378,0.1401921202840039,0.13564434544526427,0.09025940878927097,0.0675669404612743,21549.0
13201,"Miller County, Georgia",0.11738686628104797,0.12146988771691052,0.10649880911874787,0.10275603946920721,0.1092208234093229,0.13082681184076217,0.12368152432800272,0.09135760462742429,0.09680163320857435,5878.0
13205,"Mitchell County, Georgia",0.12082171160402001,0.1265329614379953,0.13131447292690485,0.12436357196617523,0.12821534511001903,0.12901226369150395,0.11258688626200912,0.07362642227830168,0.05352636472307079,22587.0
13207,"Monroe County, Georgia",0.10453494575849191,0.11894006757958385,0.11837097634714565,0.11250222301262672,0.1250577983282945,0.14085008002845456,0.1353014405121821,0.08187800106704606,0.06256446736617464,28115.0
13209,"Montgomery County, Georgia",0.10853212980872555,0.13088330109606705,0.1503331184182248,0.11347517730496454,0.12250161186331399,0.1319578766387277,0.1182033096926714,0.07790672684289705,0.04620674833440791,9306.0
13211,"Morgan County, Georgia",0.11468247776564207,0.13158579081499974,0.10256410256410256,0.10677692827794248,0.121131741821397,0.1396473708846934,0.12924533208508868,0.09065376813855516,0.06371248764757892,19227.0
13213,"Murray County, Georgia",0.12754950495049505,0.1407178217821782,0.12717821782178218,0.11794554455445544,0.1305940594059406,0.1402970297029703,0.10497524752475247,0.07076732673267326,0.039975247524752476,40400.0
13215,"Muscogee County, Georgia",0.140006789313418,0.1304308174029356,0.15400594824921848,0.14222598280378376,0.11377673292158343,0.1162087257877377,0.09848051112383403,0.05677690012109298,0.04808759227639599,197369.0
13217,"Newton County, Georgia",0.13124453222940735,0.15557780242971941,0.12959405467319643,0.12154910396204803,0.1374225493113991,0.13232681259413584,0.09650333252162306,0.058506272716613905,0.037275539561856835,110877.0
13219,"Oconee County, Georgia",0.127357544141252,0.16151685393258428,0.09312299357945425,0.11371388443017656,0.1464185393258427,0.13252407704654895,0.11190810593900481,0.0675411316211878,0.04589686998394864,39872.0
13221,"Oglethorpe County, Georgia",0.10825078206465068,0.11750521376433785,0.11685349322210636,0.11685349322210636,0.12311001042752867,0.14422575599582899,0.12636861313868614,0.08706986444212722,0.05976277372262774,15344.0
13223,"Paulding County, Georgia",0.13241749603956804,0.15135501191152817,0.12843287823636826,0.13580956066414326,0.152243841679465,0.1362086270905639,0.08829647007606448,0.048583314186206816,0.02665280011609205,165386.0
13225,"Peach County, Georgia",0.11242689002816088,0.1440898259802152,0.15419885912340242,0.11296844537511734,0.10535056682792981,0.13477507401256408,0.11755361397934869,0.0713047873492671,0.04733193732399451,27698.0
13227,"Pickens County, Georgia",0.10157042318448631,0.11690586680598666,0.10753249946218384,0.10433633485970681,0.11878054027474723,0.14376594240757246,0.14868311871907558,0.10221580257537109,0.05620947171087003,32539.0
13229,"Pierce County, Georgia",0.12892906108769614,0.13735845224191337,0.11562484131417256,0.11836693241253238,0.12918295841161834,0.12882750215812724,0.11242573503275276,0.08068856954247702,0.0485959477987102,19693.0
13231,"Pike County, Georgia",0.11150470550914666,0.14349159352860316,0.11340805752352755,0.11626308554509887,0.14095379084276197,0.14222269218568256,0.11028867505551443,0.07433647033943111,0.04753092947023369,18914.0
13233,"Polk County, Georgia",0.1338002040627029,0.13927279473147203,0.12726092199239403,0.12893052592523885,0.11715054262127818,0.1277942676931639,0.10648362860588072,0.07151470179018644,0.04779241257768296,43124.0
13235,"Pulaski County, Georgia",0.08836758091542464,0.10768145339095159,0.11570685245612487,0.11535408766205132,0.12602522268277627,0.13466796013757826,0.13396243054943116,0.10089073110503571,0.07734368110062616,11339.0
13237,"Putnam County, Georgia",0.1035738368172623,0.11121600359631378,0.09930321420543943,0.10492245448415374,0.10532703978422117,0.1406158687345471,0.1594965160710272,0.11000224769611149,0.0655428186109238,22245.0
13239,"Quitman County, Georgia",0.09094772630684234,0.10072248193795155,0.07352316192095197,0.08032299192520187,0.09222269443263918,0.12919677008074798,0.18954526136846578,0.14152146196345092,0.10199745006374841,2353.0
13241,"Rabun County, Georgia",0.08329001328481488,0.10050251256281408,0.09975163172182752,0.09276266389418356,0.11257436608329001,0.13481199098942992,0.1623057817824756,0.13140414717264484,0.0825968925085196,17313.0
13243,"Randolph County, Georgia",0.10931344963421497,0.11620709060213844,0.1118458075407991,0.09876195835678109,0.08708497467642093,0.1298536859876196,0.14603263927968485,0.10016882386043895,0.10073157006190209,7108.0
13245,"Richmond County, Georgia",0.128518983814752,0.12839677566004623,0.17063680225254071,0.1347369347261804,0.10464928703762545,0.11990575307109093,0.10885813588569138,0.059305173315605,0.04499215423646789,204569.0
13247,"Rockdale County, Georgia",0.12255563782065242,0.14809895039414658,0.12480945951831367,0.11324637428683419,0.12816297199599322,0.14319933800792647,0.11555463612212012,0.06316144767213971,0.04121118418187361,91844.0
13249,"Schley County, Georgia",0.11194590533433509,0.1590909090909091,0.10142749812171299,0.10199098422238918,0.14894815927873778,0.1380540946656649,0.10217881292261458,0.08527422990232908,0.05108940646130729,5324.0
13251,"Screven County, Georgia",0.11640360766629086,0.10900507328072154,0.12838218714768884,0.10999154453213078,0.11506482525366403,0.143108793686584,0.14099492671927846,0.08074971815107103,0.05629932356257046,14192.0
13253,"Seminole County, Georgia",0.10707613264829519,0.11583372255955161,0.10859411489957964,0.09750116767865484,0.10684259691732835,0.13591779542269966,0.14117234936945353,0.10439047174217655,0.08267164876226063,8564.0
13255,"Spalding County, Georgia",0.12592515530719614,0.12686145706387658,0.13014594417858097,0.12069375501590227,0.11477870582290521,0.12518205867491008,0.11957911006747317,0.08157714829236394,0.055256665576791604,67286.0
13257,"Stephens County, Georgia",0.11729374433363554,0.13176186158960412,0.13353732245391356,0.10327893623451194,0.11026745240253853,0.12911755817467513,0.1296086430945905,0.09043517679057117,0.05469930492595951,26472.0
13259,"Stewart County, Georgia",0.06799937037620023,0.071777113174878,0.23642373681725168,0.18133165433653392,0.10294349126396977,0.11081378876121517,0.10073980796474107,0.06264756807807335,0.06532346922713679,6353.0
13261,"Sumter County, Georgia",0.12149748876553,0.14079434311393074,0.16359370869680148,0.1070578905630452,0.10547184773988898,0.1228852762357917,0.11132038065027755,0.07342056568860693,0.053958498546127415,30264.0
13263,"Talbot County, Georgia",0.08179831408054948,0.09631595379331877,0.10287230721198876,0.09381829534811115,0.1052138620043709,0.16703090852325944,0.17795816422104277,0.10864814236653138,0.06634405245082735,6406.0
13265,"Taliaferro County, Georgia",0.0936195587358378,0.08228980322003578,0.10137149672033392,0.09779367918902802,0.10673822301729279,0.15086463923673227,0.15146094215861658,0.1073345259391771,0.10852713178294573,1677.0
13267,"Tattnall County, Georgia",0.10909797822706065,0.11275272161741835,0.1540824261275272,0.14836702954898912,0.136353032659409,0.12846034214618973,0.104199066874028,0.0635303265940902,0.04315707620528771,25720.0
13269,"Taylor County, Georgia",0.10334753499695679,0.11503347534996956,0.1206329884357882,0.09653073645769933,0.12805842970176506,0.14327449786975047,0.13730979914790017,0.09190505173463177,0.06390748630553865,8215.0
13271,"Telfair County, Georgia",0.07807899901864573,0.09592737978410205,0.1264106967615309,0.15830471050049066,0.14284838076545633,0.13076545632973505,0.11911187438665358,0.0753189401373896,0.07323356231599608,16304.0
13273,"Terrell County, Georgia",0.12070534698521046,0.12707622298065985,0.12571103526734925,0.11001137656427759,0.09635949943117178,0.13594994311717862,0.13026166097838454,0.08680318543799773,0.0671217292377702,8790.0
13275,"Thomas County, Georgia",0.12644210619195728,0.1285156508503739,0.11508172854212163,0.11724350914344958,0.11528025941367216,0.1341848101824278,0.12158912933183333,0.08102265457834248,0.060640151765821805,45333.0
13277,"Tift County, Georgia",0.1353644053418648,0.1453985797038222,0.1373276133692043,0.12736615041566687,0.11527181948181003,0.11815603868246928,0.10317748854795318,0.06742771274146248,0.05051019171574687,41259.0
